"","lr_pair","ligand","receptor"
"2227","COL2A1_ITGA2B","COL2A1","ITGA2B"
"2228","FGB_ITGA2B","FGB","ITGA2B"
"2229","COL1A2_ITGA2B","COL1A2","ITGA2B"
"2230","FN1_ITGA2B","FN1","ITGA2B"
"2231","GCG_GLP2R","GCG","GLP2R"
"2232","CALM1_GLP2R","CALM1","GLP2R"
"2233","SEMA6D_TYROBP","SEMA6D","TYROBP"
"2234","CALM2_TRPC5","CALM2","TRPC5"
"2235","CALM1_TRPC5","CALM1","TRPC5"
"2236","CALM3_TRPC5","CALM3","TRPC5"
"2237","CALM1_KCNN4","CALM1","KCNN4"
"2238","ASIP_ATRN","ASIP","ATRN"
"2239","CALR_SCARF1","CALR","SCARF1"
"2240","ARF1_PLD2","ARF1","PLD2"
"2241","EGF_PLD2","EGF","PLD2"
"2242","CRISP3_A1BG","CRISP3","A1BG"
"2243","HRAS_GRIN2D","HRAS","GRIN2D"
"2244","IL16_GRIN2D","IL16","GRIN2D"
"2245","HSPA1A_GRIN2D","HSPA1A","GRIN2D"
"2246","IL27_IL27RA","IL27","IL27RA"
"2247","DLK1_NOTCH3","DLK1","NOTCH3"
"2248","DLL1_NOTCH3","DLL1","NOTCH3"
"2249","PSEN1_NOTCH3","PSEN1","NOTCH3"
"2250","THBS2_NOTCH3","THBS2","NOTCH3"
"2251","SCGB3A1_NOTCH3","SCGB3A1","NOTCH3"
"2252","JAG2_NOTCH3","JAG2","NOTCH3"
"2253","CTF1_LIFR","CTF1","LIFR"
"2254","CLCF1_LIFR","CLCF1","LIFR"
"2255","CNTF_LIFR","CNTF","LIFR"
"2256","APP_APLP2","APP","APLP2"
"2257","HLA-A_APLP2","HLA-A","APLP2"
"2258","PCSK9_APLP2","PCSK9","APLP2"
"2259","INHBC_ACVR1","INHBC","ACVR1"
"2260","BMP7_ACVR1","BMP7","ACVR1"
"2261","INHBB_ACVR1","INHBB","ACVR1"
"2262","GDF2_ACVR1","GDF2","ACVR1"
"2263","BMP2_ACVR1","BMP2","ACVR1"
"2264","BMP6_ACVR1","BMP6","ACVR1"
"2265","GDF5_ACVR1","GDF5","ACVR1"
"2266","TGFB2_ACVR1","TGFB2","ACVR1"
"2267","GPC3_CD81","GPC3","CD81"
"2268","CD99_CD81","CD99","CD81"
"2269","VCAN_SELP","VCAN","SELP"
"2270","CD34_SELP","CD34","SELP"
"2271","SERPING1_SELP","SERPING1","SELP"
"2272","CD24_SELP","CD24","SELP"
"2273","GAS6_TYRO3","GAS6","TYRO3"
"2274","PROS1_TYRO3","PROS1","TYRO3"
"2275","VEGFA_TYRO3","VEGFA","TYRO3"
"2276","MDK_LRP2","MDK","LRP2"
"2277","PLAU_LRP2","PLAU","LRP2"
"2278","LRPAP1_LRP2","LRPAP1","LRP2"
"2279","ARPC5_LRP2","ARPC5","LRP2"
"2280","AGT_LRP2","AGT","LRP2"
"2281","GC_LRP2","GC","LRP2"
"2282","AVP_LRP2","AVP","LRP2"
"2283","ALB_LRP2","ALB","LRP2"
"2284","APOA2_LRP2","APOA2","LRP2"
"2285","AGRN_LRP2","AGRN","LRP2"
"2286","GPC3_LRP2","GPC3","LRP2"
"2287","TF_LRP2","TF","LRP2"
"2288","INS_LRP2","INS","LRP2"
"2289","LPA_LRP2","LPA","LRP2"
"2290","APOA4_LRP2","APOA4","LRP2"
"2291","EGF_LRP2","EGF","LRP2"
"2292","CUBN_LRP2","CUBN","LRP2"
"2293","HSPA8_LRP2","HSPA8","LRP2"
"2294","SCGB1A1_LRP2","SCGB1A1","LRP2"
"2295","APOC2_LRP2","APOC2","LRP2"
"2296","HSPG2_LRP2","HSPG2","LRP2"
"2297","LPL_LRP2","LPL","LRP2"
"2298","WNT5A_LRP2","WNT5A","LRP2"
"2299","SHH_LRP2","SHH","LRP2"
"2300","LCN2_LRP2","LCN2","LRP2"
"2301","ACTR2_LRP2","ACTR2","LRP2"
"2302","LEP_LRP2","LEP","LRP2"
"2303","PDGFC_KDR","PDGFC","KDR"
"2304","VEGFC_KDR","VEGFC","KDR"
"2305","GREM1_KDR","GREM1","KDR"
"2306","VEGFD_KDR","VEGFD","KDR"
"2307","TIMP3_KDR","TIMP3","KDR"
"2308","SEMA6D_KDR","SEMA6D","KDR"
"2309","CXCL8_KDR","CXCL8","KDR"
"2310","COL18A1_KDR","COL18A1","KDR"
"2311","VEGFA_KDR","VEGFA","KDR"
"2312","TNFSF12_TNFRSF8","TNFSF12","TNFRSF8"
"2313","AFDN_NECTIN1","AFDN","NECTIN1"
"2314","WNT5A_MCAM","WNT5A","MCAM"
"2315","LAMA1_GPC1","LAMA1","GPC1"
"2316","TDGF1_GPC1","TDGF1","GPC1"
"2317","BMP2_GPC1","BMP2","GPC1"
"2318","SLIT1_GPC1","SLIT1","GPC1"
"2319","NRG1_GPC1","NRG1","GPC1"
"2320","APP_GPC1","APP","GPC1"
"2321","SERPINC1_GPC1","SERPINC1","GPC1"
"2322","COL18A1_GPC1","COL18A1","GPC1"
"2323","SLIT2_GPC1","SLIT2","GPC1"
"2324","SHH_GPC1","SHH","GPC1"
"2325","VEGFA_GPC1","VEGFA","GPC1"
"2326","CD274_CD80","CD274","CD80"
"2327","IL1F10_IL1RL2","IL1F10","IL1RL2"
"2328","IL18_IL1RL2","IL18","IL1RL2"
"2329","IL18_IL18RAP","IL18","IL18RAP"
"2330","RTN4_CNTNAP1","RTN4","CNTNAP1"
"2331","TNC_ITGA9","TNC","ITGA9"
"2332","VEGFC_ITGA9","VEGFC","ITGA9"
"2333","ADAM2_ITGA9","ADAM2","ITGA9"
"2334","PLG_ITGA9","PLG","ITGA9"
"2335","SPP1_ITGA9","SPP1","ITGA9"
"2336","F13A1_ITGA9","F13A1","ITGA9"
"2337","VEGFD_ITGA9","VEGFD","ITGA9"
"2338","ADAM12_ITGA9","ADAM12","ITGA9"
"2339","VCAM1_ITGA9","VCAM1","ITGA9"
"2340","TGM2_ITGA9","TGM2","ITGA9"
"2341","VEGFA_ITGA9","VEGFA","ITGA9"
"2342","CSF2_ITGA9","CSF2","ITGA9"
"2343","ADAM15_ITGA9","ADAM15","ITGA9"
"2344","FN1_ITGA9","FN1","ITGA9"
"2345","NPPC_NPR3","NPPC","NPR3"
"2346","NPPB_NPR3","NPPB","NPR3"
"2347","OSTN_NPR3","OSTN","NPR3"
"2348","VIP_NPR3","VIP","NPR3"
"2349","NPPA_NPR3","NPPA","NPR3"
"2350","AGT_ENPEP","AGT","ENPEP"
"2351","VEGFB_NRP1","VEGFB","NRP1"
"2352","SEMA3D_NRP1","SEMA3D","NRP1"
"2353","SEMA3B_NRP1","SEMA3B","NRP1"
"2354","PGF_NRP1","PGF","NRP1"
"2355","SEMA3E_NRP1","SEMA3E","NRP1"
"2356","SEMA4A_NRP1","SEMA4A","NRP1"
"2357","FGF1_NRP1","FGF1","NRP1"
"2358","CNTN2_NRP1","CNTN2","NRP1"
"2359","VEGFA_NRP1","VEGFA","NRP1"
"2360","FGF7_NRP1","FGF7","NRP1"
"2361","NXPH1_NRXN2","NXPH1","NRXN2"
"2362","NLGN2_NRXN2","NLGN2","NRXN2"
"2363","NXPH3_NRXN2","NXPH3","NRXN2"
"2364","AFDN_NRXN2","AFDN","NRXN2"
"2365","NLGN1_NRXN2","NLGN1","NRXN2"
"2366","NLGN3_NRXN2","NLGN3","NRXN2"
"2367","PDYN_OPRK1","PDYN","OPRK1"
"2368","POMC_OPRK1","POMC","OPRK1"
"2369","PENK_OPRK1","PENK","OPRK1"
"2370","CALM2_CACNA1C","CALM2","CACNA1C"
"2371","NCAM1_CACNA1C","NCAM1","CACNA1C"
"2372","RIMS1_CACNA1C","RIMS1","CACNA1C"
"2373","CALM1_CACNA1C","CALM1","CACNA1C"
"2374","CALM3_CACNA1C","CALM3","CACNA1C"
"2375","RSPO2_LGR5","RSPO2","LGR5"
"2376","RSPO3_LGR5","RSPO3","LGR5"
"2377","RSPO1_LGR5","RSPO1","LGR5"
"2378","WNT3A_LGR5","WNT3A","LGR5"
"2379","VCAM1_ITGB7","VCAM1","ITGB7"
"2380","FN1_ITGB7","FN1","ITGB7"
"2381","NRG3_ERBB3","NRG3","ERBB3"
"2382","NRG1_ERBB3","NRG1","ERBB3"
"2383","AREG_ERBB3","AREG","ERBB3"
"2384","L1CAM_ERBB3","L1CAM","ERBB3"
"2385","TGFA_ERBB3","TGFA","ERBB3"
"2386","NRG2_ERBB3","NRG2","ERBB3"
"2387","BTC_ERBB3","BTC","ERBB3"
"2388","SCGB1A1_LMBR1L","SCGB1A1","LMBR1L"
"2389","SST_SSTR1","SST","SSTR1"
"2390","CORT_SSTR1","CORT","SSTR1"
"2391","GPC3_IGF1R","GPC3","IGF1R"
"2392","INS_IGF1R","INS","IGF1R"
"2393","IGF2_IGF1R","IGF2","IGF1R"
"2394","GNAI2_IGF1R","GNAI2","IGF1R"
"2395","IGF1_IGF1R","IGF1","IGF1R"
"2396","CAMP_IGF1R","CAMP","IGF1R"
"2397","HSP90B1_ASGR1","HSP90B1","ASGR1"
"2398","HP_ASGR1","HP","ASGR1"
"2399","S100A4_ERBB2","S100A4","ERBB2"
"2400","NRG3_ERBB2","NRG3","ERBB2"
"2401","SEMA4D_ERBB2","SEMA4D","ERBB2"
"2402","NRG1_ERBB2","NRG1","ERBB2"
"2403","HLA-A_ERBB2","HLA-A","ERBB2"
"2404","NRG4_ERBB2","NRG4","ERBB2"
"2405","HSP90B1_ERBB2","HSP90B1","ERBB2"
"2406","L1CAM_ERBB2","L1CAM","ERBB2"
"2407","TGFA_ERBB2","TGFA","ERBB2"
"2408","NRG2_ERBB2","NRG2","ERBB2"
"2409","HSP90AA1_ERBB2","HSP90AA1","ERBB2"
"2410","BTC_ERBB2","BTC","ERBB2"
"2411","IFNW1_IFNAR1","IFNW1","IFNAR1"
"2412","IFNA16_IFNAR1","IFNA16","IFNAR1"
"2413","IFNA14_IFNAR1","IFNA14","IFNAR1"
"2414","IFNA17_IFNAR1","IFNA17","IFNAR1"
"2415","IFNA4_IFNAR1","IFNA4","IFNAR1"
"2416","IFNA13_IFNAR1","IFNA13","IFNAR1"
"2417","IFNA5_IFNAR1","IFNA5","IFNAR1"
"2418","IFNA1_IFNAR1","IFNA1","IFNAR1"
"2419","IFNB1_IFNAR1","IFNB1","IFNAR1"
"2420","IFNA6_IFNAR1","IFNA6","IFNAR1"
"2421","IFNA10_IFNAR1","IFNA10","IFNAR1"
"2422","IFNA8_IFNAR1","IFNA8","IFNAR1"
"2423","IFNE_IFNAR1","IFNE","IFNAR1"
"2424","MMP9_IFNAR1","MMP9","IFNAR1"
"2425","IFNA21_IFNAR1","IFNA21","IFNAR1"
"2426","IFNA2_IFNAR1","IFNA2","IFNAR1"
"2427","IL20_IL22RA1","IL20","IL22RA1"
"2428","IL22_IL22RA1","IL22","IL22RA1"
"2429","IL24_IL22RA1","IL24","IL22RA1"
"2430","TNF_CELSR2","TNF","CELSR2"
"2431","SYK_FCGR2A","SYK","FCGR2A"
"2432","CXCL9_FCGR2A","CXCL9","FCGR2A"
"2433","PTPN11_FCRL4","PTPN11","FCRL4"
"2434","PTPN6_FCRL4","PTPN6","FCRL4"
"2435","TFF1_FCRL4","TFF1","FCRL4"
"2436","PTH_PTH2R","PTH","PTH2R"
"2437","PTHLH_PTH2R","PTHLH","PTH2R"
"2438","CALM1_PTH2R","CALM1","PTH2R"
"2439","CXCL12_ACKR3","CXCL12","ACKR3"
"2440","CXCL11_ACKR3","CXCL11","ACKR3"
"2441","IL31_OSMR","IL31","OSMR"
"2442","NRTN_GFRA3","NRTN","GFRA3"
"2443","GDNF_GFRA3","GDNF","GFRA3"
"2444","ARTN_GFRA3","ARTN","GFRA3"
"2445","BCAN_EGFR","BCAN","EGFR"
"2446","S100A4_EGFR","S100A4","EGFR"
"2447","ZP3_EGFR","ZP3","EGFR"
"2448","NRG1_EGFR","NRG1","EGFR"
"2449","AREG_EGFR","AREG","EGFR"
"2450","FGF1_EGFR","FGF1","EGFR"
"2451","NRG4_EGFR","NRG4","EGFR"
"2452","ANXA1_EGFR","ANXA1","EGFR"
"2453","L1CAM_EGFR","L1CAM","EGFR"
"2454","EFEMP1_EGFR","EFEMP1","EGFR"
"2455","FGL1_EGFR","FGL1","EGFR"
"2456","TGFA_EGFR","TGFA","EGFR"
"2457","ARF4_EGFR","ARF4","EGFR"
"2458","GNAI2_EGFR","GNAI2","EGFR"
"2459","ANG_EGFR","ANG","EGFR"
"2460","FGF13_EGFR","FGF13","EGFR"
"2461","GSTP1_EGFR","GSTP1","EGFR"
"2462","HSP90AA1_EGFR","HSP90AA1","EGFR"
"2463","CAMP_EGFR","CAMP","EGFR"
"2464","CNTF_EGFR","CNTF","EGFR"
"2465","BTC_EGFR","BTC","EGFR"
"2466","CCN2_EGFR","CCN2","EGFR"
"2467","LRIG2_EGFR","LRIG2","EGFR"
"2468","EPGN_EGFR","EPGN","EGFR"
"2469","VEGFA_EGFR","VEGFA","EGFR"
"2470","CALM1_EGFR","CALM1","EGFR"
"2471","SPINK1_EGFR","SPINK1","EGFR"
"2472","CALM3_EGFR","CALM3","EGFR"
"2473","EFNA3_EPHA1","EFNA3","EPHA1"
"2474","EFNA1_EPHA1","EFNA1","EPHA1"
"2475","EFNA5_EPHA1","EFNA5","EPHA1"
"2476","EFNA4_EPHA1","EFNA4","EPHA1"
"2477","LIN7C_HTR2C","LIN7C","HTR2C"
"2478","CALM1_HTR2C","CALM1","HTR2C"
"2479","FASLG_TNFRSF10B","FASLG","TNFRSF10B"
"2480","NTF4_NTRK2","NTF4","NTRK2"
"2481","NTF3_NTRK2","NTF3","NTRK2"
"2482","BDNF_NTRK2","BDNF","NTRK2"
"2483","DLK1_NOTCH1","DLK1","NOTCH1"
"2484","DLL1_NOTCH1","DLL1","NOTCH1"
"2485","MFNG_NOTCH1","MFNG","NOTCH1"
"2486","PSEN1_NOTCH1","PSEN1","NOTCH1"
"2487","TNF_NOTCH1","TNF","NOTCH1"
"2488","WNT4_NOTCH1","WNT4","NOTCH1"
"2489","DLK2_NOTCH1","DLK2","NOTCH1"
"2490","ADAM17_NOTCH1","ADAM17","NOTCH1"
"2491","MFAP5_NOTCH1","MFAP5","NOTCH1"
"2492","MFAP2_NOTCH1","MFAP2","NOTCH1"
"2493","RBP3_NOTCH1","RBP3","NOTCH1"
"2494","JAG2_NOTCH1","JAG2","NOTCH1"
"2495","NTNG2_LRRC4C","NTNG2","LRRC4C"
"2496","NTNG1_LRRC4C","NTNG1","LRRC4C"
"2497","PLAU_ST14","PLAU","ST14"
"2498","SPINT1_ST14","SPINT1","ST14"
"2499","PDYN_ADRA2A","PDYN","ADRA2A"
"2500","GNAI2_ADRA2A","GNAI2","ADRA2A"
"2501","AGT_ADRA2A","AGT","ADRA2A"
"2502","CXCL12_ADRA2A","CXCL12","ADRA2A"
"2503","CXCL3_ADRA2A","CXCL3","ADRA2A"
"2504","CCL5_ADRA2A","CCL5","ADRA2A"
"2505","CXCL11_ADRA2A","CXCL11","ADRA2A"
"2506","NMS_ADRA2A","NMS","ADRA2A"
"2507","APLN_ADRA2A","APLN","ADRA2A"
"2508","SST_ADRA2A","SST","ADRA2A"
"2509","INSL5_ADRA2A","INSL5","ADRA2A"
"2510","NPY_ADRA2A","NPY","ADRA2A"
"2511","CCL25_ADRA2A","CCL25","ADRA2A"
"2512","POMC_ADRA2A","POMC","ADRA2A"
"2513","SAA1_ADRA2A","SAA1","ADRA2A"
"2514","CXCL8_ADRA2A","CXCL8","ADRA2A"
"2515","PYY_ADRA2A","PYY","ADRA2A"
"2516","CCL16_ADRA2A","CCL16","ADRA2A"
"2517","CXCL2_ADRA2A","CXCL2","ADRA2A"
"2518","CXCL13_ADRA2A","CXCL13","ADRA2A"
"2519","CXCL10_ADRA2A","CXCL10","ADRA2A"
"2520","PPBP_ADRA2A","PPBP","ADRA2A"
"2521","PMCH_ADRA2A","PMCH","ADRA2A"
"2522","CXCL5_ADRA2A","CXCL5","ADRA2A"
"2523","CCL19_ADRA2A","CCL19","ADRA2A"
"2524","PNOC_ADRA2A","PNOC","ADRA2A"
"2525","APP_ADRA2A","APP","ADRA2A"
"2526","CXCL1_ADRA2A","CXCL1","ADRA2A"
"2527","NPB_ADRA2A","NPB","ADRA2A"
"2528","PPY_ADRA2A","PPY","ADRA2A"
"2529","CXCL9_ADRA2A","CXCL9","ADRA2A"
"2530","CXCL16_ADRA2A","CXCL16","ADRA2A"
"2531","CCL20_ADRA2A","CCL20","ADRA2A"
"2532","NPW_ADRA2A","NPW","ADRA2A"
"2533","PENK_ADRA2A","PENK","ADRA2A"
"2534","CCL28_ADRA2A","CCL28","ADRA2A"
"2535","RLN3_ADRA2A","RLN3","ADRA2A"
"2536","PF4_ADRA2A","PF4","ADRA2A"
"2537","CORT_ADRA2A","CORT","ADRA2A"
"2538","ANXA1_ADRA2A","ANXA1","ADRA2A"
"2539","PMCH_MCHR2","PMCH","MCHR2"
"2540","EFNA3_EPHA4","EFNA3","EPHA4"
"2541","EFNA1_EPHA4","EFNA1","EPHA4"
"2542","EFNA5_EPHA4","EFNA5","EPHA4"
"2543","EFNA4_EPHA4","EFNA4","EPHA4"
"2544","PDGFC_FLT1","PDGFC","FLT1"
"2545","VEGFC_FLT1","VEGFC","FLT1"
"2546","PLG_FLT1","PLG","FLT1"
"2547","PGF_FLT1","PGF","FLT1"
"2548","VEGFD_FLT1","VEGFD","FLT1"
"2549","VEGFB_FLT1","VEGFB","FLT1"
"2550","VEGFA_FLT1","VEGFA","FLT1"
"2551","SORBS1_ITGA1","SORBS1","ITGA1"
"2552","COL4A6_ITGA1","COL4A6","ITGA1"
"2553","COL4A5_ITGA1","COL4A5","ITGA1"
"2554","LAMA2_ITGA1","LAMA2","ITGA1"
"2555","LAMA1_ITGA1","LAMA1","ITGA1"
"2556","COL6A1_ITGA1","COL6A1","ITGA1"
"2557","COL4A4_ITGA1","COL4A4","ITGA1"
"2558","COL5A1_ITGA1","COL5A1","ITGA1"
"2559","COL6A2_ITGA1","COL6A2","ITGA1"
"2560","COL4A3_ITGA1","COL4A3","ITGA1"
"2561","COL2A1_ITGA1","COL2A1","ITGA1"
"2562","VEGFD_ITGA1","VEGFD","ITGA1"
"2563","COL6A3_ITGA1","COL6A3","ITGA1"
"2564","COL5A2_ITGA1","COL5A2","ITGA1"
"2565","COL1A2_ITGA1","COL1A2","ITGA1"
"2566","MATN1_ITGA1","MATN1","ITGA1"
"2567","COL4A1_ITGA1","COL4A1","ITGA1"
"2568","PLA2G10_PLA2R1","PLA2G10","PLA2R1"
"2569","FBN1_ITGB6","FBN1","ITGB6"
"2570","FN1_ITGB6","FN1","ITGB6"
"2571","FYN_THY1","FYN","THY1"
"2572","SFTPD_LY96","SFTPD","LY96"
"2573","BGN_LY96","BGN","LY96"
"2574","WNT11_FZD7","WNT11","FZD7"
"2575","WNT1_FZD7","WNT1","FZD7"
"2576","CSF1_CSF1R","CSF1","CSF1R"
"2577","CSF2_CSF1R","CSF2","CSF1R"
"2578","IL34_CSF1R","IL34","CSF1R"
"2579","GNAS_ADCY8","GNAS","ADCY8"
"2580","GNAI2_ADCY8","GNAI2","ADCY8"
"2581","CALM1_ADCY8","CALM1","ADCY8"
"2582","CALM3_ADCY8","CALM3","ADCY8"
"2583","WNT4_FZD1","WNT4","FZD1"
"2584","WNT7B_FZD1","WNT7B","FZD1"
"2585","WNT1_FZD1","WNT1","FZD1"
"2586","IL25_IL17RB","IL25","IL17RB"
"2587","B2M_CD1A","B2M","CD1A"
"2588","GNAS_HTR6","GNAS","HTR6"
"2589","IFNL2_IL10RB","IFNL2","IL10RB"
"2590","IL22_IL10RB","IL22","IL10RB"
"2591","IFNL1_IL10RB","IFNL1","IL10RB"
"2592","IL10_IL10RB","IL10","IL10RB"
"2593","IL24_IL10RB","IL24","IL10RB"
"2594","UCN3_IL10RB","UCN3","IL10RB"
"2595","IFNL3_IL10RB","IFNL3","IL10RB"
"2596","PENK_OGFR","PENK","OGFR"
"2597","PIP_NPTN","PIP","NPTN"
"2598","GPI_AMFR","GPI","AMFR"
"2599","TNFSF13B_TNFRSF13C","TNFSF13B","TNFRSF13C"
"2600","GHRL_PTGIR","GHRL","PTGIR"
"2601","GNAS_PTGIR","GNAS","PTGIR"
"2602","DEFB103B_CCR2","DEFB103B","CCR2"
"2603","CCL11_CCR2","CCL11","CCR2"
"2604","DEFB103A_CCR2","DEFB103A","CCR2"
"2605","CCL7_CCR2","CCL7","CCR2"
"2606","CCL16_CCR2","CCL16","CCR2"
"2607","CCL24_CCR2","CCL24","CCR2"
"2608","DEFB106A_CCR2","DEFB106A","CCR2"
"2609","CCL26_CCR2","CCL26","CCR2"
"2610","CCL8_CCR2","CCL8","CCR2"
"2611","GNAI2_CCR5","GNAI2","CCR5"
"2612","S100A4_CCR5","S100A4","CCR5"
"2613","CCL5_CCR5","CCL5","CCR5"
"2614","CCL14_CCR5","CCL14","CCR5"
"2615","CCL11_CCR5","CCL11","CCR5"
"2616","CCL3_CCR5","CCL3","CCR5"
"2617","CCL7_CCR5","CCL7","CCR5"
"2618","CCL16_CCR5","CCL16","CCR5"
"2619","CCL3L3_CCR5","CCL3L3","CCR5"
"2620","IL16_CCR5","IL16","CCR5"
"2621","CCL4_CCR5","CCL4","CCR5"
"2622","CCL8_CCR5","CCL8","CCR5"
"2623","MDK_GPC2","MDK","GPC2"
"2624","FGF19_FGFR4","FGF19","FGFR4"
"2625","FGF21_FGFR4","FGF21","FGFR4"
"2626","FGF3_FGFR4","FGF3","FGFR4"
"2627","FGF5_FGFR4","FGF5","FGFR4"
"2628","FGF14_FGFR4","FGF14","FGFR4"
"2629","FGF11_FGFR4","FGF11","FGFR4"
"2630","FGF1_FGFR4","FGF1","FGFR4"
"2631","FGF17_FGFR4","FGF17","FGFR4"
"2632","FGF16_FGFR4","FGF16","FGFR4"
"2633","FGF13_FGFR4","FGF13","FGFR4"
"2634","FGF12_FGFR4","FGF12","FGFR4"
"2635","FGF9_FGFR4","FGF9","FGFR4"
"2636","FGF8_FGFR4","FGF8","FGFR4"
"2637","IL16_GRIN2C","IL16","GRIN2C"
"2638","L1CAM_ITGA5","L1CAM","ITGA5"
"2639","PLAU_ITGA5","PLAU","ITGA5"
"2640","SPP1_ITGA5","SPP1","ITGA5"
"2641","CCN1_ITGA5","CCN1","ITGA5"
"2642","FGG_ITGA5","FGG","ITGA5"
"2643","FGA_ITGA5","FGA","ITGA5"
"2644","VEGFD_ITGA5","VEGFD","ITGA5"
"2645","CCN2_ITGA5","CCN2","ITGA5"
"2646","FGB_ITGA5","FGB","ITGA5"
"2647","FBN1_ITGA5","FBN1","ITGA5"
"2648","ANGPT1_ITGA5","ANGPT1","ITGA5"
"2649","COL18A1_ITGA5","COL18A1","ITGA5"
"2650","ADAM15_ITGA5","ADAM15","ITGA5"
"2651","ADAM17_ITGA5","ADAM17","ITGA5"
"2652","ANGPTL3_ITGA5","ANGPTL3","ITGA5"
"2653","FN1_ITGA5","FN1","ITGA5"
"2654","CORT_SSTR5","CORT","SSTR5"
"2655","GNAS_ADCY9","GNAS","ADCY9"
"2656","GNAI2_ADCY9","GNAI2","ADCY9"
"2657","WNT8A_LRP5","WNT8A","LRP5"
"2658","SOST_LRP5","SOST","LRP5"
"2659","WNT7B_LRP5","WNT7B","LRP5"
"2660","WNT8B_LRP5","WNT8B","LRP5"
"2661","DKK1_LRP5","DKK1","LRP5"
"2662","PSEN1_NCSTN","PSEN1","NCSTN"
"2663","CGB5_LHCGR","CGB5","LHCGR"
"2664","GNAI2_LHCGR","GNAI2","LHCGR"
"2665","CGB3_LHCGR","CGB3","LHCGR"
"2666","CGA_LHCGR","CGA","LHCGR"
"2667","GNAS_LHCGR","GNAS","LHCGR"
"2668","GAS6_MERTK","GAS6","MERTK"
"2669","PROS1_MERTK","PROS1","MERTK"
"2670","CCK_CCKAR","CCK","CCKAR"
"2671","YARS1_CXCR1","YARS1","CXCR1"
"2672","GNAI2_CXCR1","GNAI2","CXCR1"
"2673","CXCL3_CXCR1","CXCL3","CXCR1"
"2674","CXCL8_CXCR1","CXCL8","CXCR1"
"2675","CXCL2_CXCR1","CXCL2","CXCR1"
"2676","PPBP_CXCR1","PPBP","CXCR1"
"2677","CXCL5_CXCR1","CXCL5","CXCR1"
"2678","CXCL1_CXCR1","CXCL1","CXCR1"
"2679","IL17A_IL17RC","IL17A","IL17RC"
"2680","IL17F_IL17RC","IL17F","IL17RC"
"2681","FN1_IL17RC","FN1","IL17RC"
"2682","CCL5_CCR1","CCL5","CCR1"
"2683","CCL14_CCR1","CCL14","CCR1"
"2684","CCL3_CCR1","CCL3","CCR1"
"2685","CCL15_CCR1","CCL15","CCR1"
"2686","CCL23_CCR1","CCL23","CCR1"
"2687","CCL7_CCR1","CCL7","CCR1"
"2688","CCL16_CCR1","CCL16","CCR1"
"2689","CCL4_CCR1","CCL4","CCR1"
"2690","CCL26_CCR1","CCL26","CCR1"
"2691","CCL8_CCR1","CCL8","CCR1"
"2692","CCL18_CCR1","CCL18","CCR1"
"2693","PLAU_ITGB5","PLAU","ITGB5"
"2694","EDIL3_ITGB5","EDIL3","ITGB5"
"2695","SORBS1_ITGB5","SORBS1","ITGB5"
"2696","SPP1_ITGB5","SPP1","ITGB5"
"2697","TLN1_ITGB5","TLN1","ITGB5"
"2698","COL4A2_ITGB5","COL4A2","ITGB5"
"2699","CCN1_ITGB5","CCN1","ITGB5"
"2700","ADAM9_ITGB5","ADAM9","ITGB5"
"2701","COL18A1_ITGB5","COL18A1","ITGB5"
"2702","ITGB3BP_ITGB5","ITGB3BP","ITGB5"
"2703","LTBP3_ITGB5","LTBP3","ITGB5"
"2704","LTBP1_ITGB5","LTBP1","ITGB5"
"2705","MST1_MST1R","MST1","MST1R"
"2706","SHH_HHIP","SHH","HHIP"
"2707","COL4A6_ITGA2","COL4A6","ITGA2"
"2708","COL4A5_ITGA2","COL4A5","ITGA2"
"2709","LAMA2_ITGA2","LAMA2","ITGA2"
"2710","LAMA1_ITGA2","LAMA1","ITGA2"
"2711","LAMC3_ITGA2","LAMC3","ITGA2"
"2712","COL6A1_ITGA2","COL6A1","ITGA2"
"2713","COL4A4_ITGA2","COL4A4","ITGA2"
"2714","COL11A1_ITGA2","COL11A1","ITGA2"
"2715","COL6A2_ITGA2","COL6A2","ITGA2"
"2716","COL4A3_ITGA2","COL4A3","ITGA2"
"2717","COL2A1_ITGA2","COL2A1","ITGA2"
"2718","VEGFD_ITGA2","VEGFD","ITGA2"
"2719","MMP1_ITGA2","MMP1","ITGA2"
"2720","HSPG2_ITGA2","HSPG2","ITGA2"
"2721","LAMB3_ITGA2","LAMB3","ITGA2"
"2722","CHAD_ITGA2","CHAD","ITGA2"
"2723","COL1A2_ITGA2","COL1A2","ITGA2"
"2724","COL4A1_ITGA2","COL4A1","ITGA2"
"2725","FN1_ITGA2","FN1","ITGA2"
"2726","COL7A1_ITGA2","COL7A1","ITGA2"
"2727","COL3A1_ITGA2","COL3A1","ITGA2"
"2728","F2_F2RL2","F2","F2RL2"
"2729","PLG_F2RL1","PLG","F2RL1"
"2730","F2_F2RL1","F2","F2RL1"
"2731","NUCB2_ERAP1","NUCB2","ERAP1"
"2732","TNF_TNFRSF21","TNF","TNFRSF21"
"2733","IL22_IL22RA2","IL22","IL22RA2"
"2734","GNAS_ADCY1","GNAS","ADCY1"
"2735","GNAI2_ADCY1","GNAI2","ADCY1"
"2736","TNFSF11_TNFRSF11B","TNFSF11","TNFRSF11B"
"2737","TNFSF13_TNFRSF11B","TNFSF13","TNFRSF11B"
"2738","FN1_TNFRSF11B","FN1","TNFRSF11B"
"2739","RLN2_RXFP2","RLN2","RXFP2"
